번호,학년/가진급학년,교과과정,교과영역구분,학수강좌번호,교과목명,교원명,수업캠퍼스,요일/시간,강의실,학점,이론,실습,공학설계,강의계획서,교과목해설,강의유형,강의종류,혁신교과목구분,원어강의,강평결과,이수구분,강의미리보기,개설대학,개설학과/전공,집중이수학기구분,비고,교과목영문명,
1930,"3,4학년",전공,전문,ECO4023-01,금융산업의이해,민세진,서울,"화2.5-3.5/10:30-12:00,목2.5-3.5/10:30-12:00","201-404(사회과학/경영관 M404 강의실_스마트),201-404(사회과학/경영관 M404 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,,Understanding of Financial Industries,
1931,"3,4학년",전공,전문,ECO4024-01,게임이론,김은수,서울,금6.0-8.5/14:00-17:00,201-404(사회과학/경영관 M404 강의실_스마트),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,,Game Theory,
1932,"3,4학년",전공,전문,ECO4024-02,게임이론,정수민,서울,수10.0-12.5/18:00-20:30,201-313(사회과학/경영관 M304 강의실_스마트),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,,Game Theory,
1933,"3,4학년",전공,전문,ECO4026-01,데이터경제학,이정택,서울,"월4.0-5.0/12:00-13:30,화4.0-5.0/12:00-13:30","201-313(사회과학/경영관 M304 강의실_스마트),201-313(사회과학/경영관 M304 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사회과학대학,사회과학대학 경제학과,,,Economics for Data Science,
1934,"3,4학년",전공,전문,EDU4012-01,상담심리학,박현주,서울,"화2.5-3.5/10:30-12:00,목2.5-3.5/10:30-12:00","501-333(학림관 J301 강의실),501-333(학림관 J301 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사범대학,사범대학 교육학과,,수강인원제한: 30명,Phychology of Counselling,
1935,"3,4학년",전공,전문,EDU4017-01,영성교육론,김광호,서울,금7.0-9.5/15:00-18:00,501-231(학림관 J201 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사범대학,사범대학 교육학과,,수강인원제한: 25명,Holy Education,
1936,"3,4학년",전공,전문,EDU4018-01,원격교육론,신나민,서울,"화6.0-7.0/14:00-15:30,목6.0-7.0/14:00-15:30","501-409(학림관 J413 강의실),501-409(학림관 J413 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사범대학,사범대학 교육학과,,수강인원제한: 25명,Distance Education,
1937,"3,4학년",전공,전문,EDU4028-01,통합교육론,이효정,서울,"수7.0-8.0/15:00-16:30,금4.0-5.0/12:00-13:30","501-433(학림관 J402 강의실),501-433(학림관 J402 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의, 엑티브러닝,,,전공,,사범대학,사범대학 교육학과,,"수강인원제한: 25명, 혁신교수법(액티브러닝)",Introduction to Inclusive Education,
1938,"3,4학년",전공,전문,EDU4030-01,교육학교재연구및지도법,이서인,서울,월5.0-7.5/13:00-16:00,501-350(학림관 J309 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사범대학,사범대학 교육학과,,수강인원제한: 25명,eaching Methods and Materials in Education as a Subject matter in Secondary level,
1939,"3,4학년",전공,전문,EDU4032-01,교육통계,하여진,서울,"월5.5-6.5/13:30-15:00,수5.5-6.5/13:30-15:00","501-413(학림관 J414 강의실),501-302(학림관 J310 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,사범대학,사범대학 교육학과,,수강인원제한: 25명,Educational Statistics,
1940,"3,4학년",전공,전문,EIT4019-01,영어문장구조론,박명관,서울,"월4.0-5.0/12:00-13:30,수4.0-5.0/12:00-13:30","307-338(명진관 A338 강의실),307-338(명진관 A338 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,"영어강의,수강인원 30명 제한",English Syntax,
1941,"3,4학년",전공,전문,EIT4049-01,해석학과번역,김가희,서울,월2.5-5.0/10:30-13:30,207-342(혜화관 342 342 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,수강인원 30명 제한,Hermeneutics and Translation,
1942,"3,4학년",전공,전문,EIT4066-01,ProfessionalEnglishWriting,안젤라로솔로,서울,"월8.5-9.5/16:30-18:00,수8.5-9.5/16:30-18:00","307-221(명진관 A221 강의실/통번역실습실),307-221(명진관 A221 강의실/통번역실습실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,"영어강의,수강인원 30명 제한",ProfessionalEnglishWriting,
1943,"3,4학년",전공,전문,EIT4074-01,졸업논문캡스톤프로젝트1(캡스톤 디자인),김순영,서울,화7.0-9.5/15:00-18:00,307-111(명진관 A111 명진PBL),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,"수강인원 20명 제한, P/F",Capstone Project 1 (Capstone Design),
1944,"3,4학년",전공,전문,EIT4074-02,졸업논문캡스톤프로젝트1(캡스톤 디자인),마승혜,서울,목5.0-7.5/13:00-16:00,307-111(명진관 A111 명진PBL),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,"수강인원 20명 제한, P/F",Capstone Project 1 (Capstone Design),
1945,"3,4학년",전공,전문,EIT4077-01,빅데이터 활용 영어 담화/대화 분석,황선희,서울,"월4.0-5.0/12:00-13:30,수4.0-5.0/12:00-13:30","307-111(명진관 A111 명진PBL),307-111(명진관 A111 명진PBL)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,수강인원 30명 제한,English Discourse/Conversation Analysis with Big Data ,
1946,"3,4학년",전공,전문,EIT4080-01,문학번역의인간번역VS신경망기반인공지능번역,김가희,서울,월5.5-8.0/13:30-16:30,207-342(혜화관 342 342 강의실),3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,"영어강의,수강인원 30명 제한",Literary translation: Human vs. AI based on neural networks,
1947,"2,3학년",전공,전문,EIT4081-01,English-KoreanConsecutiveInterpreting,홍정민,서울,"화7.0-8.0/15:00-16:30,목7.0-8.0/15:00-16:30","307-221(명진관 A221 강의실/통번역실습실),307-221(명진관 A221 강의실/통번역실습실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,"영어강의,수강인원 20명 제한",English-Korean Consecutive Interpreting,
1948,"3,4학년",전공,전문,EIT4083-01,미디어통번역,홍정민,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","307-221(명진관 A221 강의실/통번역실습실),307-221(명진관 A221 강의실/통번역실습실)",3,0,3,,더블클릭,더블클릭,실습,일반강의,,,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,수강인원 20명 제한,Media Interpreting & Translation,
1949,"3,4학년",전공,전문,EIT4086-01,영어데이터통계분석기초,신정아,서울,금4.0-6.5/12:00-15:00,303-214(법학/만해관 B264 (B) 공용컴퓨터실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,팀티칭,English Data and Basic Statistical Analyses,
1950,"3,4학년",전공,전문,EIT4088-01,산업경제번역,이경희,서울,"월7.0-8.0/15:00-16:30,수7.0-8.0/15:00-16:30","307-338(명진관 A338 강의실),307-338(명진관 A338 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,문과대학,문과대학 영어영문학부 영어통번역학전공,,수강인원 30명 제한,Translation for Business and Industry,
1951,4학년,전공,전문,EME4006-01,촉매재료,최창순,서울,"화7.0-8.0/15:00-16:30,목7.0-8.0/15:00-16:30","401-3101(신공학관(기숙사) 3101 강의실),401-3101(신공학관(기숙사) 3101 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Materials for catalysis,
1952,3학년,전공,전문,EME4014-01,반도체소자공정(캡스톤디자인),권순철,서울,"화1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30","401-3101(신공학관(기숙사) 3101 강의실),401-3101(신공학관(기숙사) 3101 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Process for semiconductor devices(Capstone Design),
1953,3학년,전공,전문,EME4016-01,재료결정학개론,남경완,서울,"월4.0-5.0/12:00-13:30,수4.0-5.0/12:00-13:30","401-3101(신공학관(기숙사) 3101 강의실),401-3101(신공학관(기숙사) 3101 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Introduction to Crystallography of Materials,
1954,4학년,전공,전문,EME4022-01,계산화학및실습,한영규,서울,"월2.0-3.5/10:00-12:00,월6.0-7.5/14:00-16:00","401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실),401-3115(신공학관(기숙사) 3115 (T) 공용컴퓨터실)",3,2,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Computational chemistry,
1955,3학년,전공,전문,EME4031-01,고분자화학,조제웅,서울,"월5.5-6.5/13:30-15:00,수5.5-6.5/13:30-15:00","401-3101(신공학관(기숙사) 3101 강의실),401-3101(신공학관(기숙사) 3101 강의실)",3,3,,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Polymer Chemistry,
1956,3학년,전공,전문,EME4035-01,물리화학(분광학),권순철,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","401-3101(신공학관(기숙사) 3101 강의실),401-3101(신공학관(기숙사) 3101 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Physical chemistry (Spectroscopy),
1957,3학년,전공,전문,EME4036-01,바이오재료학,오제민,서울,"화5.5-6.5/13:30-15:00,목5.5-6.5/13:30-15:00","401-3101(신공학관(기숙사) 3101 강의실),401-3101(신공학관(기숙사) 3101 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Biomaterials,
1958,3학년,전공,전문,EME4037-01,융합신소재기초실험2,최창순,서울,화8.5-13.0/16:30-21:05,401-3114(신공학관(기숙사) 3114 융합에너지신소재공학과 학부실습실),3,1,4,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Energy and material experiment2,
1959,3학년,전공,전문,EME4037-02,융합신소재기초실험2,최창순,서울,수8.5-13.0/16:30-21:05,401-3114(신공학관(기숙사) 3114 융합에너지신소재공학과 학부실습실),3,1,4,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Energy and material experiment2,
1960,4학년,전공,전문,EME4038-01,융합신소재기초실험3,오제민,서울,금1.0-5.5/09:00-14:00,401-3114(신공학관(기숙사) 3114 융합에너지신소재공학과 학부실습실),3,1,4,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Energy and material experiment3,
1961,4학년,전공,전문,EME4038-02,융합신소재기초실험3,조제웅,서울,금6.0-10.5/14:00-18:50,401-3114(신공학관(기숙사) 3114 융합에너지신소재공학과 학부실습실),3,1,4,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Energy and material experiment3,
1962,4학년,전공,전문,EME4039-01,연료전지개론,진하늘,서울,"월1.0-2.0/09:00-10:30,수1.0-2.0/09:00-10:30","401-3101(신공학관(기숙사) 3101 강의실),401-3101(신공학관(기숙사) 3101 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 융합에너지신소재공학과,,,Introduction to fuel cells,
1963,3학년,전공,전문,ENE4002-01,마이크로프로세서응용및실험,김건욱,서울,"목4.0-5.5/12:00-14:00,금4.0-5.5/12:00-14:00","401-5147(신공학관(기숙사) 5147 강의실),401-3193(신공학관(기숙사) 3193 설계시뮬레이션강의실)",3,2,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,공과대학,공과대학 전자전기공학부,,수강인원 40명 인원 제한,Application of Microprocess and its Laboratory,
1964,3학년,전공,전문,ENE4002-02,마이크로프로세서응용및실험,김건욱,서울,"목6.0-7.5/14:00-16:00,금6.0-7.5/14:00-16:00","401-5147(신공학관(기숙사) 5147 강의실),401-3193(신공학관(기숙사) 3193 설계시뮬레이션강의실)",3,2,2,,더블클릭,더블클릭,이론+실습,일반강의,,,,전공,,공과대학,공과대학 전자전기공학부,,수강인원 40명 인원 제한,Application of Microprocess and its Laboratory,
1965,3학년,전공,전문,ENE4004-01,고체전자소자,김현석,서울,"화5.0-6.0/13:00-14:30,수5.0-6.0/13:00-14:30","401-3107(신공학관(기숙사) 3107 강의실),401-3107(신공학관(기숙사) 3107 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 전자전기공학부,,수강인원 60명 인원 제한,Solid State Electronic Devices,
1966,3학년,전공,전문,ENE4004-02,고체전자소자,김현석,서울,"화6.5-7.5/14:30-16:00,수6.5-7.5/14:30-16:00","401-3107(신공학관(기숙사) 3107 강의실),401-3107(신공학관(기숙사) 3107 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 전자전기공학부,,수강인원 60명 인원 제한,Solid State Electronic Devices,
1967,3학년,전공,전문,ENE4006-01,전력공학1,정진우,서울,"화6.5-7.5/14:30-16:00,목6.0-7.0/14:00-15:30","401-5141(신공학관(기숙사) 5141 강의실_스마트),401-5141(신공학관(기숙사) 5141 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 전자전기공학부,,수강인원 60명 인원 제한,Electric Power Engineering I,
1968,3학년,전공,전문,ENE4006-02,전력공학1,정진우,서울,"화8.0-9.0/16:00-17:30,목7.5-8.5/15:30-17:00","401-5141(신공학관(기숙사) 5141 강의실_스마트),401-5141(신공학관(기숙사) 5141 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 전자전기공학부,,수강인원 60명 인원 제한,Electric Power Engineering I,
1969,3학년,전공,전문,ENE4007-01,전기기계1,한기진,서울,"월8.0-9.0/16:00-17:30,화8.0-9.0/16:00-17:30","401-3107(신공학관(기숙사) 3107 강의실),401-3107(신공학관(기숙사) 3107 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,공과대학,공과대학 전자전기공학부,,"영어강의, 수강인원 60명  인원 제한",Electrical Machinery I,
1970,3학년,전공,전문,ENE4007-02,전기기계1,한기진,서울,"월9.5-10.5/17:30-18:50,화9.5-10.5/17:30-18:50","401-3107(신공학관(기숙사) 3107 강의실),401-3107(신공학관(기숙사) 3107 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,전공,,공과대학,공과대학 전자전기공학부,,"영어강의, 수강인원 60명  인원 제한",Electrical Machinery I,
1971,3학년,전공,전문,ENE4008-01,전기전자재료공학,송병두,서울,목1.0-3.5/09:00-12:00,401-3107(신공학관(기숙사) 3107 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 전자전기공학부,,수강인원 60명 인원 제한,Electrical Properties of Materials,
1972,3학년,전공,전문,ENE4010-01,컴퓨터구조및설계,현교환,서울,"월3.5-4.5/11:30-13:00,화1.0-2.0/09:00-10:30","401-3193(신공학관(기숙사) 3193 설계시뮬레이션강의실),401-3189(신공학관(기숙사) 3189 캡스톤디자인실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 전자전기공학부,,수강인원 40명 인원 제한,Computer Architecture,
1973,3학년,전공,전문,ENE4014-01,디지털신호처리및설계,원치선,서울,"화2.5-3.5/10:30-12:00,수2.5-3.5/10:30-12:00","401-3193(신공학관(기숙사) 3193 설계시뮬레이션강의실),401-3193(신공학관(기숙사) 3193 설계시뮬레이션강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,전공,,공과대학,공과대학 전자전기공학부,,수강인원 38명 인원 제한,Digital Signal Processing and Design,
